Probe_ID	beta
cg00003266_BC21	0.94343259029884574
cg00003287_TC11	0.1413962741902289
cg00003298_BC11	0.0145151553276632
cg00003305_TC21	0.17083816951512487
cg00003345_TC21	0.55080940794064714
cg00003407_BC21	0.073784192979880162
cg00003513_TC21	0.90467540800714497
cg00003529_TC21	0.18234129527321466
cg00003555_BC11	0.012691114517594707
cg00003578_TC21	0.8561350027914415
cg00003622_BC21	0.23948663747924695
cg00003625_TC11	0.69643350035996021
cg00003640_BC21	0.25649741319500052
cg00003722_TC21	0.75541830078317895
cg00003758_TC21	0.93155014349594922
cg00003784_TC21	0.041370394294323598
cg00003858_TC21	0.059474312309566173
cg00003911_BC21	0.32123201239650628
cg00003937_TC21	0.9507631435358691
cg00003944_TC21	0.96059641401342022
cg00003965_TC21	0.56011449000981028
cg00003994_TC21	0.25376096525991437
cg00003999_TC21	0.93588377137507917
cg00004031_TC21	0.19671373830705297
cg00004055_TC21	0.09881986113634289
cg00004061_TC21	0.37501876490967517
cg00004067_BC11	0.79428012773981449
cg00004072_BC21	0.041278737991117379
cg00004082_TC11	0.042669316472389959
cg00004089_TC21	0.52019168322295561
cg00004105_BC21	0.16127849998208663
cg00004175_BC21	0.81795621343744185
cg00004207_TC21	0.066647291130530764
cg00004255_BC21	0.42790349600400851
cg00004257_TC21	0.60225438963347766
cg00004306_TC21	0.81212875307864096
cg00004322_BC21	0.86434730484193756
cg00004421_BC21	0.18458753595490851
cg00004429_TC21	0.94945781828290221
cg00004438_BC21	0.94057508244615606
cg00004454_BC21	0.4888632704081784
cg00004505_TC21	0.55546456751545226
cg00004533_TC21	0.97399172298533532
cg00004552_BC21	0.1748883115155371
cg00004581_TC21	0.29933103553775731
cg00004608_BC21	0.96071450753059995
cg00004633_TC21	0.10159617115222495
cg00004693_TC21	0.58824739572315443
cg00004700_BC21	0.70046918889824616
cg00004723_BC21	0.1257069426552743
cg00004747_TC21	0.96827932988819787
cg00004773_BC21	0.88018259424325851
cg00004775_TC21	0.7904198374972935
cg00004778_TC21	0.077952083877410455
cg00004806_TC21	0.60120292440933609
cg00004818_BC21	0.044321107056272568
cg00004836_BC21	0.96409663795893807
cg00004859_BC21	0.10055164875941618
cg00004883_BC11	0.99189424871103005
cg00004905_BC21	0.12846503058222539
cg00004915_TC21	0.78580112546011693
cg00004939_TC21	0.089063134952142214
cg00004963_TC21	0.93469214829587299
cg00004979_BC11	0.99063518315617405
cg00004996_BC21	0.66937707976822036
cg00005010_TC11	0.026462638302718729
cg00005040_BC21	0.12428089177913258
cg00005072_TC21	0.90042337503168601
cg00005077_BC11	0.024632330764381361
cg00005112_TC21	0.79578286494921624
cg00005166_BC21	0.23574026709350845
cg00005215_TC21	0.51696245052191747
cg00005249_BC21	0.87537451996149962
cg00005297_TC21	0.055094481584682664
cg00005306_TC11	0.015718270118220638
cg00005325_BC21	0.10131180825312859
cg00005347_BC21	0.56563055849073085
cg00005354_BC21	0.95594382267732059
cg00005423_BC21	0.75599885443896386
cg00005434_BC21	0.13574930718462166
cg00005437_BC21	0.33742458886089571
cg00005440_TC21	0.07180329061705544
cg00005461_TC21	0.64900766556067124
cg00005473_TC21	0.93510716813407324
cg00005474_TC21	0.97071880176362912
cg00005541_TC21	0.77784764601307554
cg00005543_TC11	0.016927389305448005
cg00005549_TC21	0.066892099926435841
cg00005597_TC21	0.39024944441574272
cg00005599_BC21	0.68723324402218644
cg00005617_TC21	0.19740029299356751
cg00005619_BC21	0.94399699295547079
cg00005622_TC21	0.93217416203537984
cg00005631_TC21	0.8896148871044347
cg00005644_BC21	0.97081144100504924
cg00005734_TC21	0.16918926855376998
cg00005740_TC11	0.97582144406135485
cg00005817_BC21	0.94434119267851857
cg00005847_TC21	0.13655557681995298
cg00005849_TC21	0.22575729018776927
cg00005861_BC21	0.86297475757963704
cg00005876_BC21	0.10310895848164814
cg00005888_BC21	0.934390807657135
cg00005893_BC21	0.78570641320505508
cg00006032_TC21	0.096280281672424778
cg00006040_TC21	0.11024322874428988
cg00006081_TC21	0.56793955619133618
cg00006090_BC21	0.1746129375205526
cg00006122_BC21	0.058464055422082495
cg00006166_BC21	0.2213617007407121
cg00006183_BC21	0.96975637781816215
cg00006198_TC21	0.64183782540201284
cg00006243_TC21	0.082598201559150708
cg00006289_BC21	0.90862979987028214
cg00006299_BC21	0.94150229599121338
cg00006301_TC21	0.088844193620623721
cg00006354_BC21	0.79295985790402468
cg00006387_BC21	0.88192529830199229
cg00006397_TC21	0.086290657916574254
cg00006414_TC21	0.11173191976205191
cg00006459_BC21	0.96127666988954497
cg00006468_BC21	0.17795697149463999
cg00006480_BC21	0.22118484766183594
cg00006600_TC21	0.63273367453003504
cg00006609_BC21	0.93274053131012935
cg00006626_TC21	0.9460452400362509
cg00006713_BC21	0.90419272199257794
cg00006735_BC21	0.26391590993438063
cg00006746_BC21	0.046978997953159782
cg00006771_TC21	0.26106768650947504
cg00006775_BC21	0.95339756987961599
cg00006787_BC21	0.53157665805363619
cg00006815_BC21	0.58007217546638068
cg00006828_BC21	0.27428277540219137
cg00006848_BC21	0.26044721353671224
cg00006884_BC21	0.14291755654980454
cg00006899_BC21	0.65765852798710389
cg00006926_BC21	0.96879448913287391
cg00006948_BC11	0.012943252276080603
cg00007021_BC21	0.61082612695583693
cg00007032_TC21	0.035641211020657863
cg00007064_TC21	0.6583981783727626
cg00007076_TC21	0.05910675190379628
cg00007127_BC21	0.68487290635412257
cg00007205_BC21	0.79542626017051865
cg00007221_BC21	0.78878046553214309
cg00007226_BC21	0.1096476325456985
cg00007239_TC21	0.77298892097185012
cg00007266_BC21	0.57507424313230027
cg00007269_BC21	0.05131315619303134
cg00007300_TC11	0.020463140318216621
cg00007317_BC21	0.22918903554660922
cg00007324_TC11	0.98859666993361306
cg00007326_BC21	0.97605249189069743
cg00007420_TC21	0.16884499687400126
cg00007426_TC21	0.70116148478270235
cg00007466_BC21	0.97006441498683804
cg00007518_TC21	0.84754651189866526
cg00007540_TC21	0.92009971320435524
cg00007644_TC21	0.080493778280907147
cg00007675_BC21	0.95762229277526834
cg00007770_BC21	0.44256406884107535
cg00007809_BC21	0.066160340375584312
cg00007845_BC21	0.71572589461141845
cg00007898_BC11	0.014520800698462743
cg00007909_BC21	0.63410309537701348
cg00007932_TC21	0.47107502891465608
cg00007969_TC21	0.90557390016134909
cg00007981_TC21	0.028146363583884709
cg00007987_BC11	0.021438606235316435
cg00008004_BC11	0.079558468311172012
cg00008033_BC21	0.17764261307277951
cg00008036_BC21	0.49185227298987066
cg00008075_BC21	0.13593098626614541
cg00008076_TC11	0.013891379892647134
cg00008188_BC21	0.044175356351777162
cg00008278_BC21	0.93710941952876381
cg00008282_TC21	0.036834466462695045
cg00008345_TC21	0.86893975881520413
cg00008364_BC21	0.93849798083866265
cg00008387_TC21	0.062620113104777581
cg00008404_BC21	0.58913500342787417
cg00008446_BC21	0.11678335017623589
cg00008452_TC21	0.97883349587408741
cg00008467_BC21	0.24080719631878844
cg00008488_BC21	0.041448106884959562
cg00008493_TC21	0.96013313796066491
cg00008500_BC21	0.11760112478377786
cg00008544_BC21	0.30660538557478717
cg00008564_TC21	0.96221033096791608
cg00008612_TC21	0.95197200349478195
cg00008621_BC21	0.54161645255373003
cg00008629_BC21	0.070869135225825372
cg00008631_TC21	0.78385281448247557
cg00008643_BC21	0.30689161631242667
cg00008647_BC11	0.077281208369272145
cg00008665_BC21	0.94967457558996327
cg00008671_BC21	0.65244244943393692
cg00008695_BC21	0.12728526987867861
cg00008713_TC21	0.071751130891798076
cg00008737_TC21	0.98173821635850955
cg00008795_TC21	0.96439490870331346
cg00008810_TC21	0.68673190175937415
cg00008819_TC11	0.98711708363011541
cg00008823_TC21	0.037314126924018406
cg00008839_TC11	0.013350075830102615
cg00008883_BC21	0.060344071410237184
cg00008884_TC21	0.21423999954095263
cg00008916_BC21	0.68769440788196368
cg00008932_BC21	0.19964600972007954
cg00008945_TC11	0.4770778689317291
cg00008956_BC21	0.9810702688181222
cg00008971_TC21	0.95218460371579128
cg00008985_BC21	0.2766853806762033
cg00009001_TC21	0.94436748475195109
cg00009053_TC21	0.22106935298268005
cg00009085_BC21	0.53627389183227681
cg00009088_BC21	0.70266337251457089
cg00009163_BC21	0.56975123014841034
cg00009167_TC21	0.071847606676146841
cg00009200_TC21	0.66140686655288461
cg00009214_TC11	0.010248082851957189
cg00009293_BC21	0.83539441890015231
cg00009364_TC11	0.015001765432567532
cg00009407_BC21	0.048884224517522223
cg00009409_BC21	0.96137465507612552
cg00009412_TC21	0.02969419100364707
cg00009414_BC21	0.93851763076226036
cg00009421_TC21	0.61881525029917983
cg00009424_BC21	0.63988522374032752
cg00009436_TC21	0.87380389749040432
cg00009465_TC21	0.96489177439564844
cg00009528_BC21	0.72543075119960287
cg00009553_TC21	0.067608742438219072
cg00009556_BC21	0.97230670920059681
cg00009585_BC21	0.10961781983404045
cg00009602_BC21	0.050527740703915566
cg00009620_BC21	0.28203348776009085
cg00009629_BC21	0.56607833384554296
cg00009644_TC21	0.69079950009067115
cg00009666_BC21	0.085534012137361712
cg00009733_BC21	0.77830262241767045
cg00009737_BC21	0.60643294065219633
cg00009750_BC21	0.7044970742386617
cg00009786_TC21	0.16734478965211963
cg00009817_BC21	0.38276055363641637
cg00009834_BC21	0.81608803045329281
cg00009871_TC21	0.89868399502309282
cg00009919_BC21	0.093750680255540023
cg00009922_TC21	0.46689353356476854
cg00009944_BC21	0.61061194927116424
cg00009945_TC21	0.91347760242722875
cg00009970_TC11	0.021305866253172597
cg00010046_TC21	0.039809981848503227
cg00010078_BC21	0.94714421384711056
cg00010096_BC21	0.67461581407031423
cg00010108_TC21	0.89387576576109806
cg00010168_BC21	0.052826056203727739
cg00010187_TC21	0.1564680327364372
cg00010201_TC21	0.63678017765810824
cg00010206_BC21	0.94854248041390465
cg00010207_BC11	0.89625799105418247
cg00010266_BC21	0.034690173514828816
cg00010288_BC21	0.21295547647814073
cg00010300_BC21	0.2341721871203768
cg00010312_BC21	0.13922177544039557
cg00010445_TC21	0.27932994524806343
cg00010506_BC21	0.3780981536068867
cg00010533_BC21	0.048878698499708613
cg00010572_TC21	0.86636186355544142
cg00010583_BC21	0.045361764789757474
cg00010654_TC21	0.54045379436174767
cg00010664_TC21	0.67240674377949783
cg00010672_TC21	0.03939600913329673
cg00010692_TC11	0.94954131665900987
cg00010734_TC21	0.069771705511878057
cg00010738_BC21	0.27831538455301102
cg00010742_TC21	0.19523973817852433
cg00010764_TC21	0.54896439038054534
cg00010771_BC21	0.79855318863387259
cg00010789_BC21	0.8077038831443405
cg00010810_BC21	0.92135032773843439
cg00010848_TC21	0.90737919530809141
cg00010853_TC21	0.087738300950617021
cg00010890_TC21	0.93412994085792223
cg00010900_TC21	0.96064975947741582
cg00010932_TC21	0.52810527444297151
cg00010940_BC21	0.28136592029410462
cg00010946_TC21	0.56978768715915684
cg00010947_TC21	0.054014947203406487
cg00010992_BC21	0.049669484986730142
cg00011087_BC21	0.45206727185277201
cg00011093_TC21	0.83473054548699654
cg00011113_BC21	0.48842127896180487
cg00011122_TC21	0.057607346638154235
cg00011173_TC21	0.60208012431953228
cg00011200_BC11	0.51867199200884373
cg00011202_TC21	0.048631974018942196
cg00011203_TC21	0.87641686831938115
cg00011225_TC11	0.030626963708701681
cg00011239_BC21	0.25763864317014462
cg00011247_BC11	0.010854664337207897
cg00011274_BC21	0.070077010499786527
cg00011284_TC21	0.070579413338845362
cg00011304_BC21	0.47536409844251121
cg00011350_TC11	0.93801647866925009
cg00011459_BC21	0.92747379141384789
cg00011460_TC21	0.96245863210405636
cg00011461_TC21	0.32750693669094
cg00011482_TC21	0.13303529049099319
cg00011564_TC21	0.96037194020685113
cg00011574_BC21	0.25110898973388257
cg00011578_BC21	0.083603757108460061
cg00011596_TC21	0.050825964842034096
cg00011605_BC21	0.62487659511444926
cg00011616_BC11	0.97075196391445184
cg00011717_TC11	0.98675933627308565
cg00011740_TC21	0.035663620621297056
cg00011754_TC21	0.80125340681433532
cg00011762_BC21	0.6491594184743209
cg00011777_TC21	0.36575969835843558
cg00011781_BC21	0.33373221897673244
cg00011794_BC21	0.92883966516681127
cg00011810_BC21	0.094735628306918174
cg00011816_BC21	0.92350481524556172
cg00011855_BC21	0.74109694023120831
cg00011856_BC21	0.60319151738569998
cg00011861_BC21	0.051294435182944208
cg00011891_BC11	0.44619957070553024
cg00011905_BC21	0.95466271459137486
cg00011924_BC11	0.52926251312081785
cg00011943_BC21	0.46328217649622472
cg00012036_TC21	0.096378737377888699
cg00012095_TC11	0.01152135616963864
cg00012100_TC21	0.13351832447127504
cg00012126_TC21	0.028903348463820373
cg00012148_TC21	0.6863601235767004
cg00012157_BC21	0.093312923116744745
cg00012168_BC21	0.35292492753912352
cg00012194_TC21	0.91614853217520398
cg00012199_TC21	0.042789381816828446
cg00012203_BC11	0.011826100243725553
cg00012238_TC21	0.10947220625156698
cg00012300_BC21	0.47465134280282079
cg00012362_TC21	0.61009804483430952
cg00012386_BC21	0.052704828773003295
cg00012395_TC21	0.91528158064789711
cg00012397_BC11	0.031877521140316792
cg00012469_TC21	0.093268683189252327
cg00012521_TC21	0.89173987478261074
cg00012522_BC11	0.038622645128584147
cg00012525_BC21	0.63780588031105478
cg00012529_TC11	0.89242561246934382
cg00012536_BC21	0.057404050050130252
cg00012576_BC21	0.053432580765366736
cg00012587_BC21	0.91264241100391907
cg00012627_TC21	0.62010670967189463
cg00012638_TC21	0.070456219413139259
cg00012667_TC21	0.2992263130402763
cg00012668_BC21	0.95568049308331238
cg00012680_BC21	0.35335604387223263
cg00012692_BC11	0.73453836229161418
cg00012692_BC12	0.67511675382505965
cg00012698_BC21	0.84934414204898945
cg00012701_TC11	0.45348541666884512
cg00012708_BC21	0.072175042872104855
cg00012722_TC21	0.056504498159383548
cg00012761_BC21	0.55379588808960978
cg00012762_TC11	0.012797866873535707
cg00012792_BC21	0.080816066758143817
cg00012812_BC21	0.67917598507147026
cg00012824_TC21	0.76159604616924004
cg00012840_BC21	0.96458487699441642
cg00012868_TC21	0.24924167511416592
cg00012920_BC21	0.73852907259589362
cg00012992_BC11	0.017280391852440576
cg00013006_TC21	0.83290617525181276
cg00013015_TC21	0.14793742927767012
cg00013131_TC21	0.91301951060775788
cg00013301_TC21	0.45097249828565023
cg00013302_BC21	0.084196016317096764
cg00013349_TC21	0.15038459966167178
cg00013369_TC21	0.25501160416287372
cg00013374_TC21	0.92788012270907871
cg00013386_BC21	0.061761686800962806
cg00013409_TC21	0.048307541563210321
cg00013410_TC11	0.031112664222459549
cg00013423_TC21	0.95543432921731453
cg00013441_TC11	0.15322545064615539
cg00013451_BC21	0.040920269486625555
cg00013475_TC11	0.30192698889797553
cg00013530_BC21	0.94292352912890731
cg00013569_BC11	0.98573007005583135
cg00013618_BC21	0.53496107107817892
cg00013660_TC21	0.91599527786039692
cg00013677_BC21	0.8920455581746809
cg00013684_TC21	0.058860096018301312
cg00013688_BC21	0.37836242252667468
cg00013702_TC21	0.04285434804123741
cg00013733_BC21	0.97054539724101929
cg00013759_BC21	0.79038458932848121
cg00013809_TC21	0.65292184343193926
cg00013831_BC21	0.97151289307165767
cg00013899_BC21	0.89846278465985985
cg00013936_TC21	0.36782945016198026
cg00013949_TC21	0.92056176946836021
cg00013952_BC21	0.90006014659059308
cg00013991_TC21	0.91494200926152691
cg00014020_TC21	0.75996115783903539
cg00014085_BC21	0.033423851180298066
cg00014104_TC21	0.58568188011503597
cg00014112_BC11	0.021720999764922214
cg00014118_TC21	0.84947735874156494
cg00014152_TC11	0.98400548903688168
cg00014168_TC11	0.96076804173560926
cg00014176_BC21	0.97064214186411046
cg00014194_TC21	0.052586723909745635
cg00014272_BC21	0.038263199277271669
cg00014278_TC21	0.73373939969954938
cg00014285_BC21	0.052705412964408289
cg00014289_BC21	0.14054901691302718
cg00014301_TC21	0.93513614938035616
cg00014327_BC21	0.05051200914218839
cg00014333_BC21	0.053868235003026906
cg00014340_TC21	0.95300171573561321
cg00014375_BC21	0.76903089355241894
cg00014380_TC11	0.9710864661293267
cg00014434_BC21	0.17870936570743587
cg00014445_TC21	0.59144460169220314
cg00014467_BC21	0.03259560511084917
cg00014484_TC11	0.91453149598578809
cg00014502_TC21	0.30847257363384684
cg00014638_BC21	0.89598672450269223
cg00014665_TC21	0.95987291040916956
cg00014711_BC21	0.06078988685801439
cg00014720_TC21	0.87970064232044953
cg00014733_BC21	0.97010900014441037
cg00014752_BC21	0.044879492846843817
cg00014754_BC21	0.39043822709735942
cg00014775_TC21	0.39870078943102477
cg00014786_BC21	0.95150348819902653
cg00014806_BC11	0.017511957351831021
cg00014830_BC21	0.12226978051343446
cg00014837_BC21	0.91254773852804583
cg00014848_BC21	0.60188466617008851
cg00014893_TC21	0.89698552036486401
cg00014894_BC21	0.93242424678017066
cg00014900_BC21	0.92932541897934606
cg00014914_BC21	0.062441819159940119
cg00014931_BC21	0.93864698086775022
cg00014986_BC11	0.012300439774916775
cg00014991_TC21	0.56981525519805154
cg00014996_TC11	0.03416927133685508
cg00014998_BC21	0.54596107344974565
cg00015002_TC21	0.91906921034723388
cg00015024_TC21	0.068608286522545456
cg00015058_TC21	0.052041623261891788
cg00015081_BC21	0.19849883005906344
cg00015121_BC21	0.48828885509311587
cg00015159_BC21	0.96490297014530613
cg00015189_BC21	0.12277603771563006
cg00015193_BC21	0.060184376669709376
cg00015219_TC11	0.016987774037981618
cg00015289_TC21	0.31714768748805094
cg00015340_TC21	0.2981292842340349
cg00015343_TC21	0.42800639491233827
cg00015373_TC21	0.95417993833974424
cg00015383_BC21	0.043064629510252
cg00015603_BC21	0.95990202949369829
cg00015629_TC21	0.56758233195510355
cg00015639_BC21	0.88014804094498911
cg00015664_BC21	0.038469573032655802
cg00015699_BC11	0.96487747231003318
cg00015770_TC21	0.16209670649997263
cg00015791_TC21	0.11199269300513803
cg00015798_BC21	0.7362753448670929
cg00015801_BC21	0.96008078304169453
cg00015838_TC21	0.95521272643022459
cg00015853_BC21	0.95337330177931312
cg00015872_TC21	0.46173573355605518
cg00015930_TC11	0.95659031363581459
cg00015987_BC21	0.90693783412017159
cg00015991_BC11	0.012299894236207795
cg00016012_TC21	0.90472719685630121
cg00016045_BC21	0.96813723328296952
cg00016048_BC21	0.87559178240282687
cg00016066_BC11	0.015144644013336289
cg00016127_BC21	0.66815385686099604
cg00016156_TC21	0.025313043598415054
cg00016223_TC11	0.010583382455171332
cg00016226_BC11	0.11609231833560799
cg00016255_BC21	0.043954838964967033
cg00016324_BC21	0.95529539220456516
cg00016360_TC21	0.87143118761460314
cg00016406_BC11	0.99145185523316137
cg00016418_BC21	0.073347683719036369
cg00016439_TC21	0.56473512415159777
cg00016481_BC11	0.90281378387531885
cg00016498_TC21	0.033839907182084544
cg00016507_BC21	0.84060968419358106
cg00016538_BC21	0.14910596511531032
cg00016576_BC21	0.95261943411751215
cg00016593_TC21	0.9362407398752246
cg00016618_TC11	0.97003029451575007
cg00016699_BC21	0.8593324942377526
cg00016699_BC22	0.82974148797525427
cg00016718_BC21	0.95883464517157457
cg00016778_TC21	0.16452014094647388
cg00016783_BC21	0.95751231002679782
cg00016814_TC21	0.86347403599488803
cg00016841_BC21	0.69362202381366778
cg00016892_TC21	0.70068532653704252
cg00016911_BC21	0.83049337796355605
cg00016913_BC21	0.26699683814145181
cg00016934_TC11	0.64012605544972634
cg00016968_BC21	0.89481222463363053
cg00016974_TC21	0.351529387691279
cg00016987_BC21	0.65904480675623278
cg00017002_BC11	0.022271330160293045
cg00017004_BC21	0.77141256024451821
cg00017033_BC11	0.01735826302701134
cg00017059_BC21	0.9263785521289678
cg00017070_TC21	0.82322593859225102
cg00017099_BC21	0.59976533593290893
cg00017188_TC11	0.027783782087538574
cg00017203_TC21	0.96262587316137427
cg00017248_BC21	0.22321594070164386
cg00017271_TC21	0.96740501161252956
cg00017362_BC21	0.9364123600211548
cg00017363_BC11	0.98770435255890954
cg00017389_TC21	0.93122391293812612
cg00017441_BC11	0.015339521619203655
cg00017461_BC11	0.026470437382369212
cg00017461_BC12	0.045592450350620206
cg00017475_TC21	0.86055397080523488
cg00017489_TC21	0.50115782037198919
cg00017507_BC21	0.96872710436176912
cg00017520_TC21	0.85922797443815402
cg00017557_TC21	0.94965039689456432
cg00017562_TC21	0.10817722669188119
cg00017578_TC21	0.089794477926335867
cg00017601_BC21	0.79898155141179272
cg00017630_BC21	0.26100650364822808
cg00017709_BC21	0.062205212251361636
cg00017729_BC21	0.52628794286225256
cg00017766_BC21	0.93428623207148209
cg00017826_BC11	0.61735961383459048
cg00017842_BC21	0.033681451903396158
cg00017851_TC21	0.52393173575027174
cg00017853_BC21	0.97340696367666746
cg00017887_TC21	0.95758519891896421
cg00017931_BC21	0.85444680504314474
cg00017959_BC21	0.076169276575263956
cg00017970_TC21	0.66940454055906984
cg00017977_BC21	0.95664243558483453
cg00018010_TC21	0.91484842549351542
cg00018024_TC11	0.025016543544015401
cg00018034_BC21	0.93743825436751471
cg00018044_BC21	0.48712715517568955
cg00018049_TC21	0.3710001830845443
cg00018103_BC21	0.89775212840476049
cg00018107_BC21	0.86667611370350317
cg00018128_TC11	0.029776148616908298
cg00018179_BC21	0.066446057946408399
cg00018184_TC21	0.18755462538806386
cg00018198_BC21	0.964061599226673
cg00018204_BC21	0.18009616081148935
cg00018212_TC21	0.95058115165599222
cg00018216_BC21	0.70683996411254224
cg00018229_TC21	0.050656865734945614
cg00018232_BC21	0.95328398401775005
cg00018261_BC11	0.5731891905210702
cg00018276_TC21	0.66555560879559916
cg00018305_TC21	0.96330127103806051
cg00018391_BC21	0.14131608669180362
cg00018402_BC11	0.93866305128562399
cg00018443_BC21	0.96101923838134773
cg00018446_BC21	0.95338636247429931
cg00018458_BC21	0.09963471393312491
cg00018524_BC21	0.050025178309888653
cg00018539_BC21	0.93136694157908784
cg00018557_TC11	0.019420157303374125
cg00018565_TC21	0.046163767291479543
cg00018567_BC21	0.41081208273897307
cg00018572_BC21	0.69611332510586232
cg00018606_BC21	0.60845436577973755
cg00018635_BC21	0.63157584635138675
cg00018667_BC21	0.86564712635164753
cg00018674_BC21	0.071118675259788947
cg00018682_BC21	0.065774731978723841
cg00018696_TC21	0.85725400322477796
cg00018739_BC21	0.96144647021875829
cg00018758_BC21	0.94732632614092582
cg00018767_TC21	0.96233486067489638
cg00018828_BC11	0.29219260140392672
cg00018845_TC21	0.14261102621895355
cg00018850_TC21	0.55588266709529954
cg00018866_BC21	0.88720089646474021
cg00019046_BC21	0.28409087914452719
cg00019076_BC21	0.96849516675884362
cg00019082_TC21	0.53547892928529051
cg00019093_TC21	0.040097097583547243
cg00019118_TC21	0.37920607224765052
cg00019137_TC11	0.015445789195799064
cg00019141_BC11	0.028010696405759997
cg00019151_BC21	0.76479348259515445
cg00019168_BC21	0.55921403758688282
cg00019275_BC21	0.077323228556766169
cg00019301_TC21	0.061836708573877464
cg00019308_BC21	0.94151579018500708
cg00019351_BC21	0.82815772603044358
cg00019366_BC21	0.71308993081523564
cg00019377_BC21	0.076147720067017158
cg00019458_TC21	0.90289264949265735
cg00019463_TC21	0.086635793946176876
cg00019495_BC21	0.050450713660997244
cg00019511_BC21	0.86839820312110061
cg00019553_TC21	0.43408234580073585
cg00019576_BC11	0.99181223098468396
cg00019607_BC21	0.89890207112061593
